genus	root_og	n_clusters
Staphylococcus	COG3857	109
Vibrio	32TCH	54
Listeria	COG1408	39
Salmonella	32VC7	5
Bacillus	COG0566	65
Burkholderia	COG5556	78
Proteus	COG0191	31
Klebsiella	32V5K	56
Staphylococcus	COG2056	81
Klebsiella	COG4727	6
Burkholderia	COG0511	139
Serratia	32ZTR	7
Mycobacterium	COG1545	2224
Vibrio	COG0327	139
Vibrio	COG1249	619
Erwinia	COG1502	111
Acinetobacter	COG4970	697
Neisseria	COG2211	105
Streptococcus	COG0225	419
Corynebacterium	COG5002	480
Mycobacterium	COG1409	498
Klebsiella	COG0732	1389
Klebsiella	COG0640	528
Acinetobacter	COG3453	222
Vibrio	32YVH	116
Acinetobacter	COG2353	200
Mycobacterium	COG3510	121
Klebsiella	32Z24	5
Bacillus	COG0520	75
Helicobacter	COG1061	122
Neisseria	COG0671	115
Neisseria	COG3772	18
Yersinia	COG0304	142
Proteus	COG0863	32
Helicobacter	COG2070	19
Burkholderia	COG3677	317
Yersinia	COG3505	121
Vibrio	COG3021	211
Streptococcus	2ZABR	41
Vibrio	COG0729	358
Bacillus	COG0492	211
Acinetobacter	COG1286	114
Legionella	COG0156	93
Klebsiella	COG0037	69
Yersinia	COG2050	54
Yersinia	COG3516	63
Burkholderia	COG3315	106
Burkholderia	COG0463	341
Burkholderia	30C5P	6
Acinetobacter	COG1546	135
Burkholderia	COG0602	71
Salmonella	COG3188	506
Streptococcus	COG2104	3
Serratia	COG0235	67
Staphylococcus	COG1937	202
Vibrio	COG0225	369
Chromobacterium	COG3541	12
Yersinia	COG1149	65
Acinetobacter	32RV5	29
Neisseria	COG4803	23
Neisseria	COG2003	57
Vibrio	COG3136	62
Staphylococcus	COG0191	119
Proteus	COG4453	14
Vibrio	COG0347	391
Pseudomonas	COG2929	7
Legionella	COG3464	152
Serratia	COG2062	8
Yersinia	COG3086	26
Vibrio	COG2250	39
Streptococcus	COG3166	11
Mycobacterium	COG3916	9
Burkholderia	COG3979	107
Listeria	COG1078	52
Acinetobacter	COG0063	146
Klebsiella	2Z8K0	71
Klebsiella	COG1661	3
Burkholderia	COG4469	44
Acinetobacter	COG4672	104
Serratia	COG4653	48
Proteus	COG3519	39
Chromobacterium	COG2175	31
Pseudomonas	COG0178	63
Francisella	COG3328	27
Erwinia	COG5566	13
Enterococcus	COG2039	15
Erwinia	COG1487	19
Serratia	COG1737	94
Burkholderia	COG1315	49
Mycobacterium	COG4461	30
Enterococcus	COG0735	53
Vibrio	COG5628	86
Salmonella	COG2608	37
Bacillus	COG2310	124
Klebsiella	32JMB	11
Yersinia	2Z7UD	12
Klebsiella	COG3159	26
Corynebacterium	COG2227	62
Klebsiella	32Z0W	13
Klebsiella	COG2120	29
Vibrio	2Z8KY	49
Acinetobacter	2Z7NB	58
Staphylococcus	COG0764	74
Burkholderia	2Z7QU	212
Chromobacterium	COG0684	16
Klebsiella	COG0841	1201
Mycobacterium	COG2273	427
Acinetobacter	COG5362	224
Klebsiella	COG1074	74
Mycobacterium	COG0304	941
Klebsiella	COG1940	396
Neisseria	COG0810	79
Corynebacterium	COG0681	188
Acinetobacter	COG0790	853
Corynebacterium	COG1018	237
Mycobacterium	COG2146	1249
Corynebacterium	COG3428	237
Vibrio	COG2335	82
Acinetobacter	COG1126	242
Erwinia	COG0559	45
Corynebacterium	COG0204	293
Neisseria	COG2040	19
Mycobacterium	COG3791	5
Streptococcus	COG0079	135
Bacillus	COG0438	466
Mycobacterium	COG1408	279
Corynebacterium	COG0590	177
Neisseria	COG4637	41
Burkholderia	COG5314	423
Streptococcus	COG0210	572
Corynebacterium	COG2039	27
Yersinia	COG0807	27
Vibrio	COG4106	450
Pseudomonas	COG1403	281
Pseudomonas	COG0654	199
Klebsiella	COG3969	64
Klebsiella	COG3284	69
Clostridioides	COG3064	54
Legionella	COG3203	52
Yersinia	COG0323	77
Yersinia	COG1251	31
Yersinia	COG2207	334
Burkholderia	COG1160	67
Burkholderia	31TIF	47
Burkholderia	2Z7TF	8
Francisella	COG4731	22
Vibrio	COG4972	242
Erwinia	COG2932	66
Vibrio	2Z844	5
Corynebacterium	COG3037	79
Chromobacterium	COG1677	34
Bacillus	COG1215	202
Francisella	COG4764	20
Erwinia	COG1349	159
Klebsiella	COG0764	75
Corynebacterium	COG0443	211
Acinetobacter	COG1876	135
Yersinia	COG0420	28
Yersinia	COG3760	1
Serratia	COG0860	45
Vibrio	COG5500	10
Streptococcus	COG1409	147
Pseudomonas	COG5581	17
Enterococcus	COG0286	177
Burkholderia	2Z86S	103
Acinetobacter	COG0513	381
Listeria	4QAQE	32
Erwinia	COG0754	21
Acinetobacter	COG2200	214
Proteus	COG1680	37
Chromobacterium	COG0671	67
Vibrio	30W1B	68
Burkholderia	COG3498	181
Clostridioides	COG1846	135
Pseudomonas	COG4644	329
Pseudomonas	COG1682	92
Streptococcus	COG2050	191
Erwinia	32A12	3
Vibrio	COG3410	18
Burkholderia	32ZSB	67
Burkholderia	COG0121	115
Salmonella	COG1131	106
Helicobacter	COG0526	39
Chromobacterium	COG4916	4
Salmonella	COG1199	49
Enterococcus	COG0026	21
Neisseria	COG2914	54
Clostridioides	COG3979	2
Legionella	COG3708	45
Legionella	COG1280	46
Enterococcus	COG1811	17
Legionella	COG2201	41
Vibrio	COG1414	392
Vibrio	COG3315	125
Vibrio	COG2198	715
Vibrio	2ZASZ	77
Mycobacterium	COG3247	252
Corynebacterium	COG1826	257
Streptococcus	COG1012	630
Neisseria	COG0596	75
Klebsiella	COG0760	144
Neisseria	COG3165	63
Klebsiella	COG1957	118
Pseudomonas	COG0765	283
Clostridioides	COG5002	131
Burkholderia	COG4774	567
Burkholderia	COG0697	1670
Klebsiella	COG0451	420
Streptococcus	COG1193	295
Mycobacterium	COG1678	192
Mycobacterium	COG3437	114
Burkholderia	COG4585	382
Neisseria	COG0822	53
Streptococcus	COG3451	807
Vibrio	COG3691	127
Vibrio	COG1502	721
Bacillus	COG0508	167
Vibrio	COG1011	651
Burkholderia	2ZTA5	33
Acinetobacter	COG1149	26
Vibrio	COG1619	110
Vibrio	COG1484	286
Mycobacterium	COG3239	1164
Bacillus	COG1774	34
Serratia	COG2962	25
Vibrio	COG1385	136
Clostridioides	COG0110	56
Acinetobacter	COG0191	138
Klebsiella	COG0382	31
Enterococcus	COG1452	1
Burkholderia	COG4102	91
Burkholderia	2ZCH9	204
Burkholderia	COG3415	284
Burkholderia	32TXG	39
Helicobacter	COG0585	17
Yersinia	COG0673	163
Listeria	COG1215	97
Legionella	COG1678	30
Vibrio	COG2974	196
Legionella	COG0189	196
Vibrio	2Z9ZB	52
Bacillus	COG0524	165
Proteus	COG4235	14
Serratia	COG1636	10
Mycobacterium	COG1002	323
Corynebacterium	COG0169	170
Pseudomonas	COG4678	32
Yersinia	340GT	83
Yersinia	COG0551	54
Staphylococcus	COG2008	73
Proteus	COG3089	13
Serratia	COG3516	32
Proteus	COG2938	13
Burkholderia	COG0443	435
Streptococcus	COG0179	9
Clostridioides	COG3328	125
Enterococcus	COG1061	58
Enterococcus	COG0514	51
Corynebacterium	COG2822	74
Burkholderia	COG1633	191
Burkholderia	COG3064	262
Bacillus	COG0189	82
Acinetobacter	COG3935	153
Burkholderia	32WTF	33
Streptococcus	COG1783	270
Salmonella	32MNM	36
Pseudomonas	COG0617	38
Staphylococcus	COG0274	175
Pseudomonas	4QECV	4
Burkholderia	COG4731	69
Burkholderia	2ZCM4	39
Mycobacterium	32SKA	6
Serratia	COG0656	49
Mycobacterium	COG4307	195
Serratia	COG1881	25
Salmonella	COG2230	13
Acinetobacter	COG3183	104
Enterococcus	COG4758	17
Burkholderia	COG2120	66
Neisseria	2Z9NB	5
Erwinia	COG2194	65
Salmonella	COG4226	16
Burkholderia	COG3662	66
Staphylococcus	COG1624	73
Pseudomonas	COG3642	19
Proteus	COG4643	68
Serratia	COG1607	11
Vibrio	32SAV	127
Vibrio	COG1866	168
Yersinia	COG1414	117
Vibrio	COG0617	286
Chromobacterium	COG0513	75
Streptococcus	COG0299	237
Vibrio	COG2723	379
Vibrio	COG0318	693
Vibrio	COG3843	167
Mycobacterium	COG1414	2134
Mycobacterium	COG0694	231
Klebsiella	COG0684	95
Streptococcus	COG1680	427
Vibrio	COG4796	207
Vibrio	COG1225	342
Streptococcus	COG1199	295
Klebsiella	COG1422	29
Yersinia	COG1024	100
Clostridioides	COG1171	74
Mycobacterium	COG1075	349
Legionella	COG0720	39
Staphylococcus	COG1961	1731
Legionella	COG0628	82
Streptococcus	COG3629	60
Bacillus	COG1284	245
Mycobacterium	COG3319	366
Mycobacterium	COG3542	106
Vibrio	COG2931	3140
Neisseria	COG0782	118
Pseudomonas	COG5001	411
Streptococcus	COG0793	97
Pseudomonas	COG1135	55
Vibrio	COG1044	204
Staphylococcus	COG0732	1356
Vibrio	COG0744	248
Helicobacter	COG1189	24
Streptococcus	COG3598	105
Campylobacter	COG2148	28
Serratia	COG1020	659
Vibrio	COG1251	290
Legionella	COG0610	49
Erwinia	COG4536	19
Neisseria	COG0486	129
Vibrio	COG1408	9
Staphylococcus	COG1929	200
Yersinia	COG0508	67
Yersinia	COG4387	35
Serratia	COG3850	36
Klebsiella	COG3250	317
Burkholderia	COG5581	95
Burkholderia	COG2816	52
Burkholderia	335UJ	46
Klebsiella	COG0679	74
Francisella	COG2367	20
Burkholderia	32Z8A	210
Vibrio	COG0572	151
Corynebacterium	COG1488	139
Legionella	COG3956	70
Mycobacterium	COG4339	44
Acinetobacter	COG2352	189
Chromobacterium	COG1715	11
Francisella	COG0451	51
Staphylococcus	COG0282	94
Burkholderia	COG1127	114
Bacillus	COG1073	188
Erwinia	COG3074	17
Salmonella	COG1018	49
Vibrio	COG0780	149
Staphylococcus	COG0086	117
Serratia	COG0365	24
Enterococcus	COG0399	12
Vibrio	331R8	116
Klebsiella	COG2707	21
Vibrio	333PG	25
Pseudomonas	COG1722	16
Serratia	COG0630	29
Bacillus	COG1597	102
Staphylococcus	COG4336	39
Chromobacterium	COG3979	83
Streptococcus	COG3037	255
Klebsiella	COG0497	146
Serratia	COG0702	92
Legionella	COG0332	135
Chromobacterium	COG0760	72
Burkholderia	COG0169	251
Bacillus	COG0503	117
Listeria	COG5614	24
Yersinia	COG0603	33
Listeria	COG0210	86
Enterococcus	COG0071	6
Chromobacterium	COG2040	9
Bacillus	COG3527	33
Listeria	COG0702	75
Proteus	32ZC4	8
Streptococcus	COG0476	160
Serratia	COG0629	94
Burkholderia	31752	50
Acinetobacter	COG2172	26
Neisseria	COG1432	70
Bacillus	COG1477	35
Mycobacterium	COG1032	40
Klebsiella	COG3022	45
Vibrio	COG0510	219
Vibrio	COG2303	272
Vibrio	COG0517	1030
Vibrio	COG4251	201
Burkholderia	COG4547	61
Mycobacterium	COG2159	3808
Corynebacterium	COG0695	411
Streptococcus	COG0389	854
Streptococcus	COG4709	251
Streptococcus	COG0778	674
Neisseria	COG2801	447
Neisseria	COG0842	134
Neisseria	COG0491	151
Neisseria	COG0790	226
Corynebacterium	COG4152	109
Mycobacterium	COG2519	234
Klebsiella	COG0626	203
Acinetobacter	COG1051	668
Acinetobacter	COG1090	117
Acinetobacter	COG1075	738
Acinetobacter	COG2307	82
Erwinia	COG2132	42
Vibrio	COG1380	170
Mycobacterium	COG1131	1946
Erwinia	COG0151	31
Burkholderia	COG1902	931
Klebsiella	COG2041	52
Mycobacterium	COG2321	634
Corynebacterium	COG0419	171
Neisseria	COG5295	408
Neisseria	COG0454	293
Neisseria	2ZTY5	65
Klebsiella	31IZZ	18
Streptococcus	COG2337	209
Corynebacterium	COG3832	134
Clostridioides	COG0807	12
Vibrio	COG1377	222
Acinetobacter	COG4992	379
Klebsiella	COG1787	87
Clostridioides	COG5001	99
Clostridioides	COG1695	58
Vibrio	COG1597	94
Mycobacterium	COG1872	127
Legionella	COG3943	18
Legionella	COG2246	88
Pseudomonas	COG2515	34
Yersinia	COG4461	38
Yersinia	33031	50
Yersinia	332WC	27
Burkholderia	COG4391	50
Corynebacterium	COG1950	61
Burkholderia	COG3602	72
Mycobacterium	COG3177	446
Corynebacterium	COG0317	324
Listeria	COG0383	109
Staphylococcus	COG3705	48
Pseudomonas	30W1B	12
Burkholderia	2Z9HI	50
Serratia	COG1475	256
Burkholderia	COG3279	126
Staphylococcus	COG0742	71
Bacillus	COG1633	49
Proteus	2Z8NN	4
Corynebacterium	COG3505	52
Listeria	COG1234	59
Streptococcus	COG1862	254
Staphylococcus	COG2851	84
Francisella	COG0500	63
Clostridioides	COG5301	109
Erwinia	COG3378	21
Proteus	COG1455	18
Serratia	COG4992	45
Legionella	COG0653	107
Streptococcus	COG1283	248
Chromobacterium	COG5394	14
Salmonella	COG0656	78
Pseudomonas	COG4676	29
Vibrio	32YPG	109
Burkholderia	COG0174	330
Helicobacter	COG0635	37
Enterococcus	COG0037	33
Legionella	COG2204	80
Chromobacterium	COG1739	14
Pseudomonas	COG1462	13
Legionella	COG1749	44
Corynebacterium	COG1082	61
Staphylococcus	COG1108	189
Vibrio	2Z86E	71
Helicobacter	COG0225	21
Salmonella	COG2357	9
Enterococcus	COG4552	35
Chromobacterium	COG0506	14
Klebsiella	4QDSU	12
Klebsiella	COG2026	149
Bacillus	COG1278	101
Vibrio	COG1819	29
Vibrio	33RTU	141
Mycobacterium	COG2114	3626
Neisseria	COG4733	25
Streptococcus	COG2827	257
Corynebacterium	COG0517	255
Streptococcus	COG1397	329
Mycobacterium	COG0028	1724
Acinetobacter	COG3209	973
Acinetobacter	COG3311	1008
Acinetobacter	COG2132	498
Streptococcus	COG0235	211
Streptococcus	COG0619	887
Klebsiella	COG2200	636
Salmonella	COG0619	17
Bacillus	COG0084	46
Vibrio	32RZ1	81
Vibrio	305XQ	20
Serratia	COG0456	456
Klebsiella	COG0358	72
Acinetobacter	COG2018	211
Corynebacterium	COG3177	315
Bacillus	COG3326	27
Streptococcus	COG0656	552
Vibrio	2Z7NT	139
Acinetobacter	COG4336	52
Erwinia	COG2207	329
Burkholderia	COG3500	245
Vibrio	COG3174	43
Acinetobacter	COG0684	209
Enterococcus	COG0842	97
Klebsiella	COG0189	148
Klebsiella	COG2199	864
Enterococcus	COG0614	31
Yersinia	COG4188	17
Yersinia	COG3304	23
Listeria	COG1426	23
Burkholderia	COG3911	60
Burkholderia	COG0119	551
Burkholderia	COG2301	313
Burkholderia	COG0842	383
Vibrio	COG1230	107
Salmonella	COG3378	52
Burkholderia	COG2723	39
Corynebacterium	COG1921	52
Bacillus	COG1516	33
Serratia	COG3539	1472
Klebsiella	COG0378	74
Acinetobacter	2ZVXH	83
Proteus	COG0399	111
Pseudomonas	COG1609	108
Acinetobacter	33BR5	2
Proteus	COG1677	13
Streptococcus	COG0340	259
Serratia	COG0123	13
Staphylococcus	COG0612	185
Serratia	COG2211	47
Vibrio	COG0639	223
Yersinia	COG1780	23
Listeria	COG1198	36
Listeria	COG0450	24
Bacillus	COG0406	73
Vibrio	332QM	130
Erwinia	COG2822	18
Acinetobacter	COG4249	174
Staphylococcus	COG0626	278
Burkholderia	COG3181	56
Clostridioides	COG3167	5
Vibrio	COG0599	176
Bacillus	COG1950	32
Vibrio	33AVG	83
Acinetobacter	COG4591	194
Acinetobacter	COG4653	230
Bacillus	COG0806	32
Klebsiella	COG3181	95
Erwinia	2Z88I	13
Staphylococcus	COG2826	358
Legionella	COG1028	669
Chromobacterium	COG4291	15
Burkholderia	COG3184	51
Legionella	COG3237	35
Mycobacterium	COG1922	83
Mycobacterium	COG4635	14
Mycobacterium	COG0746	194
Burkholderia	COG2040	33
Salmonella	COG0739	55
Pseudomonas	COG0802	16
Vibrio	COG3882	39
Legionella	COG3521	6
Mycobacterium	COG4544	190
Erwinia	COG1984	55
Legionella	COG3387	32
Vibrio	COG1238	139
Vibrio	2Z7W5	18
Acinetobacter	COG3317	117
Streptococcus	COG0330	361
Enterococcus	COG1961	386
Proteus	COG1651	81
Streptococcus	COG1554	158
Neisseria	COG1544	52
Neisseria	COG4185	27
Corynebacterium	COG0644	183
Corynebacterium	COG1192	437
Corynebacterium	COG1680	253
Clostridioides	COG0608	16
Acinetobacter	COG0314	130
Klebsiella	COG3843	567
Acinetobacter	COG5492	226
Clostridioides	COG3842	96
Klebsiella	31A7N	10
Pseudomonas	2ZNMS	14
Mycobacterium	COG1132	1523
Neisseria	COG4992	67
Klebsiella	COG1475	1021
Corynebacterium	COG0010	104
Neisseria	COG3909	77
Mycobacterium	COG1799	189
Acinetobacter	COG4636	40
Listeria	COG1476	234
Burkholderia	COG3501	2803
Streptococcus	COG4487	269
Mycobacterium	COG3835	397
Mycobacterium	COG4114	172
Vibrio	COG2835	127
Vibrio	COG2916	307
Vibrio	COG2813	284
Legionella	COG2026	50
Legionella	2Z7VW	6
Yersinia	COG5362	59
Yersinia	COG1977	39
Neisseria	COG0775	58
Burkholderia	COG3758	92
Chromobacterium	COG1346	29
Vibrio	COG4932	878
Corynebacterium	COG4367	11
Streptococcus	COG3304	24
Chromobacterium	2Z82H	26
Acinetobacter	COG4125	173
Burkholderia	COG1999	226
Erwinia	COG4796	29
Campylobacter	COG1192	81
Serratia	COG4388	43
Corynebacterium	COG2203	32
Streptococcus	COG3091	237
Mycobacterium	COG3610	101
Yersinia	COG3203	144
Yersinia	COG0534	54
Serratia	2Z8VH	42
Acinetobacter	COG1112	361
Klebsiella	COG3264	82
Corynebacterium	COG2177	129
Vibrio	34A53	12
Burkholderia	33DUT	20
Pseudomonas	COG0288	44
Staphylococcus	COG0860	191
Pseudomonas	COG1231	91
Chromobacterium	COG0288	57
Erwinia	2ZB1J	11
Enterococcus	COG0521	14
Enterococcus	COG2128	8
Acinetobacter	COG2105	128
Chromobacterium	COG1816	14
Klebsiella	COG0545	98
Staphylococcus	COG1765	24
Neisseria	COG2911	83
Bacillus	COG4191	154
Salmonella	COG3518	34
Proteus	COG0790	52
Enterococcus	COG1922	13
Neisseria	2Z97H	10
Serratia	COG2084	47
Enterococcus	COG0616	9
Enterococcus	COG0095	58
Salmonella	COG5002	86
Mycobacterium	COG1564	19
Streptococcus	COG0698	688
Vibrio	COG3008	241
Vibrio	COG1721	269
Mycobacterium	COG3619	482
Streptococcus	COG2855	298
Acinetobacter	COG4651	138
Neisseria	2Z83Q	14
Acinetobacter	COG3409	638
Corynebacterium	COG0346	331
Corynebacterium	COG1404	165
Acinetobacter	COG5301	164
Acinetobacter	COG2096	131
Campylobacter	COG1127	15
Klebsiella	32YW3	19
Burkholderia	COG2079	313
Burkholderia	COG2130	209
Legionella	COG2367	35
Legionella	COG1030	28
Campylobacter	COG0247	34
Pseudomonas	COG3126	28
Neisseria	COG3500	63
Mycobacterium	COG2839	106
Acinetobacter	COG2771	182
Bacillus	COG1126	184
Vibrio	COG0655	261
Vibrio	COG4977	996
Vibrio	COG1022	445
Pseudomonas	COG3437	79
Bacillus	COG0750	76
Pseudomonas	COG0596	315
Clostridioides	COG3829	199
Acinetobacter	COG2135	398
Pseudomonas	COG1198	55
Yersinia	COG3395	21
Yersinia	COG2850	61
Neisseria	COG0451	129
Mycobacterium	COG3555	20
Staphylococcus	COG0707	195
Streptococcus	COG0735	128
Chromobacterium	COG1232	43
Acinetobacter	COG1136	413
Bacillus	COG0174	42
Bacillus	COG0077	63
Neisseria	COG4416	40
Clostridioides	COG1840	29
Serratia	COG1145	18
Yersinia	COG0823	105
Yersinia	COG3019	11
Klebsiella	COG3597	22
Vibrio	3217S	115
Corynebacterium	COG1708	19
Proteus	COG0210	131
Erwinia	COG1611	23
Proteus	32S2R	15
Burkholderia	33031	66
Proteus	COG1192	82
Pseudomonas	COG0740	79
Staphylococcus	COG0136	81
Neisseria	COG0347	60
Corynebacterium	COG0663	119
Pseudomonas	COG3516	40
Pseudomonas	COG1404	125
Pseudomonas	COG2824	17
Acinetobacter	COG0178	319
Salmonella	COG4452	12
Vibrio	33ID4	39
Chromobacterium	COG0154	66
Pseudomonas	COG1858	35
Bacillus	2ZCFR	1
Vibrio	COG4951	62
Legionella	COG4795	33
Pseudomonas	COG3653	12
Listeria	COG0525	28
Chromobacterium	32U6V	21
Klebsiella	COG2961	23
Salmonella	COG1496	12
Salmonella	COG4172	67
Acinetobacter	COG3660	154
Serratia	COG0243	152
Bacillus	COG0657	72
Chromobacterium	COG2267	130
Acinetobacter	COG0814	13
Clostridioides	COG2996	8
Vibrio	COG3595	37
Acinetobacter	COG1943	115
Clostridioides	COG3628	16
Klebsiella	COG3319	72
Vibrio	COG5457	80
Francisella	COG0501	12
Klebsiella	COG2888	24
Neisseria	COG2056	62
Burkholderia	COG0626	290
Vibrio	COG0591	869
Acinetobacter	COG2931	740
Acinetobacter	COG1167	758
Streptococcus	COG0177	240
Streptococcus	COG0042	268
Streptococcus	COG2801	3977
Yersinia	COG5293	19
Acinetobacter	COG4774	1142
Clostridioides	COG3646	42
Burkholderia	COG0354	51
Mycobacterium	COG1819	1515
Legionella	COG4678	55
Mycobacterium	COG1188	568
Mycobacterium	COG4223	197
Mycobacterium	COG0224	206
Salmonella	COG3203	181
Staphylococcus	COG3316	1038
Vibrio	COG2091	85
Helicobacter	COG3064	536
Listeria	COG2972	18
Listeria	COG1902	70
Salmonella	COG1749	19
Erwinia	2ZAXQ	1
Acinetobacter	COG3288	260
Serratia	COG1396	275
Mycobacterium	COG3428	292
Acinetobacter	COG0515	510
Klebsiella	COG0247	95
Yersinia	COG0791	166
Burkholderia	COG0684	233
Burkholderia	COG0848	460
Streptococcus	COG2824	227
Legionella	COG1360	58
Proteus	COG3628	13
Acinetobacter	COG5185	9
Bacillus	COG1780	95
Acinetobacter	COG2859	56
Acinetobacter	32ZKY	53
Bacillus	COG0365	105
Campylobacter	COG4227	19
Clostridioides	COG3860	17
Vibrio	COG3154	129
Yersinia	COG1070	130
Yersinia	COG1100	24
Yersinia	COG2731	64
Staphylococcus	COG0458	132
Vibrio	COG0575	22
Listeria	COG5646	41
Serratia	COG3451	155
Mycobacterium	COG0347	243
Vibrio	COG4540	99
Acinetobacter	COG0212	143
Proteus	32NPC	17
Enterococcus	COG0687	28
Legionella	COG0196	30
Klebsiella	COG0272	100
Burkholderia	30Y27	66
Acinetobacter	COG2124	76
Burkholderia	COG4715	65
Pseudomonas	COG1208	41
Vibrio	32UYH	2
Pseudomonas	COG0297	35
Proteus	COG4644	108
Acinetobacter	COG0189	265
Salmonella	COG0365	50
Corynebacterium	COG1695	122
Serratia	COG5510	11
Acinetobacter	COG3321	16
Corynebacterium	COG2064	133
Mycobacterium	33A4T	72
Mycobacterium	COG4328	137
Vibrio	338WA	111
Enterococcus	COG1126	119
Klebsiella	COG2364	21
Helicobacter	COG0795	27
Salmonella	COG1801	15
Listeria	COG2898	28
Bacillus	COG4653	267
Salmonella	COG3668	81
Burkholderia	2ZQH7	32
Pseudomonas	COG1283	44
Klebsiella	COG2914	25
Listeria	COG0111	55
Burkholderia	COG4313	277
Bacillus	COG3861	14
Acinetobacter	COG5532	102
Erwinia	COG1695	15
Vibrio	COG0455	333
Vibrio	2Z7NN	107
Vibrio	COG1292	864
Klebsiella	COG2141	437
Staphylococcus	COG0820	107
Staphylococcus	COG0178	351
Campylobacter	COG0694	27
Neisseria	2ZAIP	3
Vibrio	COG3695	134
Corynebacterium	COG1476	216
Neisseria	COG4591	64
Neisseria	COG4643	139
Mycobacterium	COG0517	766
Mycobacterium	COG0112	273
Francisella	COG0006	18
Acinetobacter	COG1410	179
Bacillus	COG0178	63
Staphylococcus	COG3842	331
Salmonella	COG1734	99
Bacillus	COG3383	76
Vibrio	COG5581	31
Yersinia	COG2718	28
Mycobacterium	COG0543	363
Listeria	COG1012	138
Vibrio	COG4942	294
Vibrio	COG0217	151
Enterococcus	COG0666	28
Acinetobacter	COG0725	182
Vibrio	COG1520	192
Acinetobacter	COG1686	442
Acinetobacter	COG0262	291
Staphylococcus	COG2832	55
Pseudomonas	COG2013	14
Yersinia	COG0275	25
Yersinia	COG2067	32
Yersinia	2Z9D7	34
Vibrio	COG0313	138
Campylobacter	COG0030	15
Francisella	COG3201	44
Acinetobacter	33D1I	60
Burkholderia	COG3905	264
Bacillus	COG2323	260
Mycobacterium	COG0240	407
Klebsiella	COG1061	305
Burkholderia	COG1499	58
Burkholderia	2Z7JG	96
Pseudomonas	COG1585	16
Acinetobacter	COG1485	145
Corynebacterium	COG2807	102
Enterococcus	COG0737	95
Corynebacterium	COG2161	101
Mycobacterium	COG4566	4
Listeria	COG1940	219
Staphylococcus	COG2272	82
Pseudomonas	COG3209	664
Klebsiella	COG0702	314
Yersinia	COG3628	100
Pseudomonas	COG0604	343
Erwinia	COG0508	49
Clostridioides	COG1143	30
Acinetobacter	COG2374	147
Vibrio	COG2327	349
Mycobacterium	COG2771	260
Chromobacterium	COG0664	99
Clostridioides	COG2963	51
Burkholderia	2Z7Q1	77
Enterococcus	COG0438	138
Enterococcus	COG3708	60
Burkholderia	COG5488	53
Bacillus	COG4715	35
Proteus	2Z95D	3
Streptococcus	COG0484	308
Bacillus	COG3055	99
Neisseria	COG2315	29
Burkholderia	COG4262	38
Vibrio	COG2989	127
Staphylococcus	COG1434	102
Neisseria	COG4487	25
Bacillus	COG0470	76
Klebsiella	COG3637	117
Chromobacterium	COG2224	14
Klebsiella	2ZA7W	55
Listeria	COG3617	25
Acinetobacter	COG2315	129
Staphylococcus	COG1397	13
Klebsiella	COG1597	32
Vibrio	COG4252	20
Corynebacterium	COG2522	125
Francisella	COG1560	28
Salmonella	COG2979	7
Proteus	COG1135	22
Neisseria	COG3326	81
Vibrio	COG1086	635
Vibrio	COG2984	321
Vibrio	COG0598	119
Mycobacterium	COG2203	1290
Klebsiella	COG1105	95
Klebsiella	COG1112	202
Streptococcus	COG0366	1649
Vibrio	COG0859	646
Neisseria	COG3647	37
Corynebacterium	COG4405	47
Acinetobacter	COG2021	445
Yersinia	COG0619	17
Erwinia	COG1012	267
Clostridioides	COG2423	13
Bacillus	COG5337	44
Acinetobacter	COG0166	222
Acinetobacter	COG1466	115
Acinetobacter	2Z915	15
Campylobacter	COG0237	23
Campylobacter	COG0277	31
Corynebacterium	COG1011	260
Erwinia	COG3311	97
Mycobacterium	COG0332	473
Mycobacterium	COG3387	564
Erwinia	COG0420	20
Burkholderia	COG1566	730
Helicobacter	COG1511	12
Streptococcus	COG5433	225
Yersinia	COG1922	24
Mycobacterium	COG4293	199
Vibrio	COG3040	163
Bacillus	COG1555	51
